,Company,Date,Price,Symbol,Recommendation,InverseCramer
0,Apple ,04/28,163.64,AAPL,Buy,Sell
1,Affirm ,04/28,31.21,AFRM,Buy,Sell
2,Brunswick ,04/28,76.36,BC,Buy,Sell
3,Traeger ,04/28,6.4,COOK,Buy,Sell
4,Ford Motor ,04/28,14.62,F,Buy,Sell
5,Meta ,04/28,205.73,FB,Buy,Sell
6,Hertz Global Holdings ,04/28,21.92,HTZ,Buy,Sell
7,Magnolia Oil & Gas ,04/28,24.03,MGY,Buy,Sell
8,Microsoft ,04/28,289.63,MSFT,Buy,Sell
9,Weber ,04/28,8.9,WEBR,Buy,Sell
